album_id,album_date_released,album_engineer,album_favorites,album_listens,album_producer,album_title,album_tracks,album_type,album_url,artist_name
21306,,,1,17554,,Rainbo Donuts,8,Album,http://freemusicarchive.org/music/We_Is_Shore_Dedicated/Rainbo_Donuts_1729/,We Is Shore Dedicated
21307,,Pennfodralet,1,8247,iky iky,The Wastelands Remixed,4,Album,http://freemusicarchive.org/music/Inflammator/The_Wastelands_Remixed/,Inflammator
21312,,,4,55438,,Music For Media,17,Album,http://freemusicarchive.org/music/Scott_Holmes/Music_For_Media_1748/,Scott Holmes
21313,,,3,105998,,Music For Media Vol. 2,19,Album,http://freemusicarchive.org/music/Scott_Holmes/Music_For_Media_Vol_2/,Scott Holmes
21315,8/22/2016,,1,4024,,The Burdens of an Observable Universe,5,Album,http://freemusicarchive.org/music/Winjer3/The_Burdens_of_an_Observable_Universe/,Winjer3
21318,,,1,2004,,Awaiting Silence,11,Album,http://freemusicarchive.org/music/Sgntronics/none_given_3508/,Sgntronics
21319,,Pennfodralet,1,26274,A. Vargas,Degradation,4,Album,http://freemusicarchive.org/music/Fatal_Injection/Degradation/,Fatal Injection
21320,,,0,2911,,Eyes Behind,10,Album,http://freemusicarchive.org/music/Eyes_Behind/Eyes_Behind/,Eyes Behind
21321,,,0,3305,,Chapelle Abstraite,6,Album,http://freemusicarchive.org/music/BCBG/Chapelle_Abstraite/,BCBG
21322,8/23/2016,,0,27427,,siconauta tourist class,13,Album,http://freemusicarchive.org/music/dioxadol_borges/siconauta_tourist_class/,dioxadol borges
21323,,,0,626,,La déclinaison,6,Album,http://freemusicarchive.org/music/Eyes_Behind/La_dclinaison/,Eyes Behind
21327,,,0,20744,,Stochastic Deployment vol2: Transistor Matadors,12,Album,http://freemusicarchive.org/music/SULCUS/Stochastic_Deployment_vol2_Transistor_Matadors/,SULCUS
21328,8/23/2016,,4,74643,,Music For Podcasts 3,14,Album,http://freemusicarchive.org/music/Lee_Rosevere/Music_For_Podcasts_3/,Lee Rosevere
21329,,,8,80229,,Hidden Crystal,6,Album,http://freemusicarchive.org/music/Sergey_Cheremisinov/Hidden_Crystal/,Sergey Cheremisinov
21330,,,5,76241,,OOOTHERSIDE,4,Album,http://freemusicarchive.org/music/Mike_BFort/OOOTHERSIDE/,Mike B. Fort
21337,10/10/2016,,1,90527,,Dreamland,13,Album,http://freemusicarchive.org/music/TRG_Banks/Dreamland/,TRG Banks
21338,,,1,5753,,Six Shooter,6,Album,http://freemusicarchive.org/music/half_cocked/Six_Shooter/,half cocked
21339,,,0,5136,,Some improvised tunes,12,Album,http://freemusicarchive.org/music/Echo_Chamber_Rope_Trick/Some_improvised_tunes/,Echo Chamber Rope Trick
2134,1/15/2009,,1,2871,Pat Duncan,Live at WFMU on Pat Duncan's show 1/15/2009,11,Radio Program,http://freemusicarchive.org/music/Mondo_Topless/Live_at_WFMU_on_Pat_Duncans_show_1152009/,Mondo Topless
21340,,,3,37404,,Fantasies,9,Album,http://freemusicarchive.org/music/Tonality_Star/Fantasies/,Tonality Star
21341,8/26/2016,Mike Sin,0,10328,"Evan ""Funk"" Davies","Live on WFMU's Evan ""Funk"" Davies Show - June 8, 2016",7,Album,http://freemusicarchive.org/music/1-800-Band/Live_on_WFMUs_Evan_Funk_Davies_Show_-_June_8_2016/,1-800-Band
21342,8/26/2016,Scott Konzelmann,1,3786,Joe McGasko,"Live on WFMU's Surface Noise with Joe McGasko - July 25, 2016",5,Album,http://freemusicarchive.org/music/Brigid_Mae_Power/Live_on_WFMUs_Surface_Noise_with_Joe_McGasko_-_July_25_2016/,Brigid Mae Power
21343,,,2,34576,,Cloud Harbor,18,Album,http://freemusicarchive.org/music/Blue_Dot_Sessions/Cloud_Harbor/,Blue Dot Sessions
21344,8/26/2016,Ernie Indradat,0,869,Thomas Storck,"Live on WFMU's Undancing in the Dirt with Thomas Storck - July 17, 2016",1,Album,http://freemusicarchive.org/music/Running/Live_on_WFMUs_Undancing_in_the_Dirt_with_Thomas_Storck_-_July_17_2016/,Running
21345,8/26/2016,Mario Santana,0,5757,Todd Abramson,"Live on WFMU with Todd-o-phonic Todd - July 16, 2016",7,Album,http://freemusicarchive.org/music/The_Coathangers/Live_on_WFMU_with_Todd-o-phonic_Todd_-_July_16_2016/,The Coathangers
21346,8/26/2016,Mario Santana,0,9350,Nate Knaebel,"Live on WFMU's Burn It Down! with Nate K - June 19, 2016",3,Album,http://freemusicarchive.org/music/Savoy_Motel/Live_on_WFMUs_Burn_It_Down_with_Nate_K_-_June_19_2016/,Savoy Motel
21347,8/27/2016,,1,26975,,We Were Coalmine Canaries,9,Album,http://freemusicarchive.org/music/notforme/We_Were_Coalmine_Canaries/,notforme!
21349,,,2,100426,,HiFi City Tales,14,Album,http://freemusicarchive.org/music/Jahzzar/HiFi_City_Tales/,Jahzzar
21351,8/29/2016,,0,9963,,Prophezeiungen,6,Album,http://freemusicarchive.org/music/Rauppwar/Prophezeiungen/,Rauppwar
21352,8/30/2016,,0,15171,,Keep on moving,12,Album,http://freemusicarchive.org/music/Mastermind_XS_1878/Keep_on_moving/,Mastermind XS
21353,9/05/2016,,0,1832,,DO or DIY Meddle Mix - Best of the Summer Season 2016,16,Radio Program,http://freemusicarchive.org/music/DO_or_DIY_with_People_Like_Us_on_WFMU/DO_or_DIY_Meddle_Mix_-_Best_of_the_Summer_Season_2016/,DO or DIY with People Like Us on WFMU
21354,,,1,45808,,A Live & Happy Groove,12,Album,http://freemusicarchive.org/music/KieLoBot/A_Live__Happy/,KieLoBot
21355,,,1,28535,,(ﾟuu ﾟ)##)彡,11,,http://freemusicarchive.org/music/Alpha_Hydrae/uu_/,Alpha Hydrae
21356,,,0,18683,,Blazin Guns,1,,http://freemusicarchive.org/music/Mr__Mrs_Smith/Blazin_Guns/,Mr. & Mrs. Smith
21357,,,2,78734,,Given Taken,15,Album,http://freemusicarchive.org/music/Ketsa/Given_Taken/,Ketsa
21358,,,2,19486,,Alive (Doing It Right),2,Album,http://freemusicarchive.org/music/Mise/Alive_Doing_It_Right/,Mise
21359,,,0,7380,,Haiku Ambulance:  Self Titled,9,,http://freemusicarchive.org/music/Mark_E_Kaylor/Haiku_Ambulance__Self_Titled/,Mark E. Kaylor
2136,3/11/2008,Mitch Rackin,0,2060,Excepter,Debt Dept,1,Album,http://freemusicarchive.org/music/Excepter/Debt_Dept/,Excepter
21361,,,0,9126,,Where Are All Your Friends?,15,Album,http://freemusicarchive.org/music/Animals__Men/Where_Are_All_Your_Friends/,Animals & Men
21362,8/30/2016,,1,2873,,Live Den,7,Album,http://freemusicarchive.org/music/ROW/Live_Den/,ROW
21363,,,0,18706,,Escape From Fat Kat City,15,Album,http://freemusicarchive.org/music/J_Hacha_de_Zola/Escape_From_Fat_Kat_City/,J Hacha de Zola
21364,,,0,2200,,nxI2016-08-14_00_33_57,4,Album,http://freemusicarchive.org/music/Miquel_Parera/nxI2016-08-14_00_33_57/,Miquel Parera
21365,,,0,6296,,nxI2016-08-15_03_45_40,4,Album,http://freemusicarchive.org/music/Miquel_Parera/nxI2016-08-15_03_45_40/,Miquel Parera
21366,,,0,2724,,Live solo,1,Live Performance,http://freemusicarchive.org/music/Mark_E_Kaylor/Live_solo/,Mark E. Kaylor
21369,9/02/2016,,1,8091,Dominic Francisco,Scarsdale,8,Album,http://freemusicarchive.org/music/Space_Monkey_Death_Sequence/Scarsdale_1281/,Space Monkey Death Sequence
21372,8/30/2016,,1,9833,,Five By Five I: Wrath,5,Album,http://freemusicarchive.org/music/The_Impossebulls/Five_By_Five_Wrath/,The Impossebulls
21373,9/01/2016,,0,4965,,drupe,4,Album,http://freemusicarchive.org/music/ilia_belorukov_and_lauri_hyvarinen/drupe/,ilia belorukov and lauri hyvarinen
21376,4/18/2016,,0,2134,,Danza Cortés,5,Album,http://freemusicarchive.org/music/Albufera/Danza_Corts/,Albufera
21377,7/10/2015,,0,9647,,Point 0,8,Album,http://freemusicarchive.org/music/Edgardo_Moreno/Point_0/,Edgardo Moreno
21379,10/01/2015,,0,4186,,Split,2,Album,http://freemusicarchive.org/music/Ryvulet/Split_1760/,Ryvulet
2138,7/26/2005,,1,1139,,Throne,1,Album,http://freemusicarchive.org/music/Excepter/Throne/,Excepter
21380,,,1,14918,,"I Am Mortal, But Was Fiend",12,,http://freemusicarchive.org/music/Sioum/I_Am_Mortal_But_Was_Fiend/,Sioum
21381,3/01/2010,,1,9010,,Youth Pictures of Florence Henderson,8,Album,http://freemusicarchive.org/music/Youth_Pictures_of_Florence_Henderson/Youth_Pictures_of_Florence_Henderson/,Youth Pictures of Florence Henderson
21383,10/01/2012,,0,10892,,Nero,7,Album,http://freemusicarchive.org/music/Tomydeepestago/Nero_1294/,Tomydeepestago
21384,7/07/2016,,3,21958,,NOISE ON EARTH Vol.5  INDONESIA,14,Album,http://freemusicarchive.org/music/Les_Cartes_Postales_Sonores/NOISE_ON_EARTH_Vol5__INDONESIA/,Les Cartes Postales Sonores
21385,,,0,14788,,Cat Dreams,10,Album,http://freemusicarchive.org/music/Interior_Melodies/Cat_Dreams/,Wayne Kinos
21386,,,0,2893,,Phase Line,8,Album,http://freemusicarchive.org/music/Nickolas_Mohanna/Phase_Line/,Nickolas Mohanna
21387,,,0,5260,,heart fin lake,6,Album,http://freemusicarchive.org/music/Transient/heart_fin_lake/,transient
21388,,,0,7367,,songs,5,Album,http://freemusicarchive.org/music/Transient/songs/,transient
21389,,,0,44006,,Suburban Ghosts,22,Album,http://freemusicarchive.org/music/Steve_Combs/Suburban_Ghosts/,Steve Combs
21390,9/03/2016,,0,11655,,Sanctuary,4,Album,http://freemusicarchive.org/music/Artem_Bemba/Sanctuary/,Artem Bemba
21391,9/05/2016,,0,4214,,Remix 1,3,Album,http://freemusicarchive.org/music/December_Nightskies/Remix_1/,December Nightskies
21393,,Pennfodralet,0,1762,The Black Square (■),Rainbow Hour,13,Radio Program,http://freemusicarchive.org/music/The_Black_Square_/Rainbow_Hour/,The Black Square (■)
21394,6/03/2016,,1,7499,,Cryptids,8,Album,http://freemusicarchive.org/music/Mit/Cryptids/,Miët
21395,,Pennfodralet,0,2232,The Black Square (■),Voices,2,Radio Program,http://freemusicarchive.org/music/The_Black_Square_/Voices_1917/,The Black Square (■)
21396,10/01/2014,,0,4388,,In our blisters EP,5,Album,http://freemusicarchive.org/music/Jacket_Thor/In_our_blisters_EP/,Jacket Thor
21397,,Pennfodralet,0,2152,The Black Square (■),Newcomers,1,Radio Program,http://freemusicarchive.org/music/The_Black_Square_/Newcomers/,The Black Square (■)
21398,,Pennfodralet,0,26117,The Black Square (■),The Choice,7,Album,http://freemusicarchive.org/music/The_Black_Square_/The_Choice/,The Black Square (■)
21399,4/15/2016,,0,6245,,Reason Will Prevail,5,Album,http://freemusicarchive.org/music/The_Bribe_and_the_Mockery/Reason_Will_Prevail/,The Bribe and the Mockery
214,1/09/2009,,1,10686,Johnny Jewel,Live at Death Disco 9/26/2001,6,Live Performance,http://freemusicarchive.org/music/Glass_Candy/Live_at_Death_Disco_9262001/,Glass Candy
21400,3/31/2016,,0,10369,,Bestial,7,Album,http://freemusicarchive.org/music/Terratombats/Bestial/,Terratombats
21401,4/18/2016,,0,50019,,Watch it fly,9,Album,http://freemusicarchive.org/music/Nick_Vivid/Watch_it_fly/,Nick Vivid
21402,6/09/2016,,1,11187,,First transition,5,Album,http://freemusicarchive.org/music/Rony_Friedman/First_transition/,Rony Friedman
21403,3/07/2016,,0,13028,,Heart of Darkness,10,Album,http://freemusicarchive.org/music/Malase/Heart_of_Darkness/,Malaïse
21404,4/15/2016,,1,14309,,Impact,10,Album,http://freemusicarchive.org/music/GOYMAMBA/Impact_1635/,GOYMAMBA
21405,5/18/2015,,0,13228,,Utopïa,3,Album,http://freemusicarchive.org/music/La_Flor_del_Otro/Utopa/,La Flor del Otro
21407,6/11/2016,,0,2076,,Across the Horizon,6,Album,http://freemusicarchive.org/music/Free_Soul_School_Switzerland/Across_the_Horizon/,Free Soul School Switzerland
21408,6/29/2016,,1,11309,,Pocket​-​Sized Panoramas,4,Album,http://freemusicarchive.org/music/BlunderBox/Pocket-Sized_Panoramas/,BlunderBox
21409,6/28/2016,,0,7224,,Self Agreement,5,Album,http://freemusicarchive.org/music/Rue_de_Prague/Self_Agreement/,Rue de Prague
21411,,,0,22059,,"Ad Astra, Vol. 3",8,Album,http://freemusicarchive.org/music/P_C_III/Ad_Astra_Vol_3/,P C III
21418,,,6,17849,,A Fresh Single,1,Album,http://freemusicarchive.org/music/Mike_BFort/A_Fresh_Single/,Mike B. Fort
21419,7/07/2016,,0,16477,,Спим,11,Album,http://freemusicarchive.org/music/Kosta_T/_1727/,Kosta T
2142,12/02/2008,,1,433,Shawn Greenlee,Orgiophant,5,Album,http://freemusicarchive.org/music/Shawn_Greenlee/Orgiophant_1430/,Shawn Greenlee
21420,,,0,41577,,Some silly songs,15,Album,http://freemusicarchive.org/music/Simon_Mathewson/Some_silly_songs/,simon_mathewson
21422,9/06/2016,,1,12228,,Making Waves,5,Album,http://freemusicarchive.org/music/Greg_Atkinson/Making_Waves/,Greg Atkinson
21427,,,0,14133,,Tides,1,,http://freemusicarchive.org/music/MindsEye/Tides/,MindsEye
21428,,,2,16053,,Unwind,1,Album,http://freemusicarchive.org/music/MindsEye__Dr_Rinkel/Unwind/,MindsEye & Dr. Rinkel
21429,,,1,1422,,Through the Atmosphere,1,Album,http://freemusicarchive.org/music/MindsEye__Dr_Rinkel/Through_the_Atmosphere/,MindsEye & Dr. Rinkel
21430,9/01/2016,,0,41569,,The Longest Short Ends,9,Album,http://freemusicarchive.org/music/J1/The_Longest_Short_Ends/,J1*
21432,,Sam Humans,1,9889,,Cex Fucx:  Barn Recordings Volume I,5,Album,http://freemusicarchive.org/music/Mark_E_Kaylor/Cex_Fucx__Barn_Recordings_Volume_I/,Mark E. Kaylor
21433,,Sam Humans,0,3216,,Cex Fucx: Barn Recordings Volume II,4,Album,http://freemusicarchive.org/music/Mark_E_Kaylor/Cex_Fucx_Barn_Recordings_Volume_II/,Mark E. Kaylor
21434,,,0,10790,"Ayla Nereo, Tyson Leonard, Ryan Herr",The Code of the Flowers,13,Album,http://freemusicarchive.org/music/Ayla_Nereo/The_Code_of_the_Flowers/,Ayla Nereo
21438,5/20/2016,,1,19431,Mathieu Lamontagne & Emmanuel Toledo,Belle Chemise,9,Album,http://freemusicarchive.org/music/Mathieu_Lamontagne__Emmanuel_Toledo/Belle_Chemise/,Mathieu Lamontagne & Emmanuel Toledo
21439,7/21/2016,,0,29123,,Solo lo​-​fi violin free improvisation,79,Album,http://freemusicarchive.org/music/Kosta_T/Solo_lo-fi_violin_free_improvisation/,Kosta T
21440,9/08/2016,,3,32126,,Wax Museum,7,Album,http://freemusicarchive.org/music/Blue_Dot_Sessions/Wax_Museum/,Blue Dot Sessions
21441,,,7,223951,,Cinematic Indie,27,Album,http://freemusicarchive.org/music/David_Szesztay/Cinematic_Indie/,David Szesztay
21442,9/09/2016,,3,10674,,Groundless,3,Album,http://freemusicarchive.org/music/Safir_Nu/Groundless/,Safir Nou
21444,9/09/2016,Mike Sin,1,15530,"Evan ""Funk"" Davies","Live on WFMU's The Evan ""Funk"" Davies Show - June 8, 2016",4,Album,http://freemusicarchive.org/music/Mrs_Magician/Live_on_WFMUs_The_Evan_Funk_Davies_Show_-_June_8_2016/,Mrs. Magician
21445,9/09/2016,Mario Santana,0,2132,Josh Landes,"Live on WFMU's Infinite Distortion - June 13, 2016",7,Album,http://freemusicarchive.org/music/Kaleidoscope/Live_on_WFMUs_Infinite_Distortion_-_June_13_2016/,Kaleidoscope
21448,9/09/2016,Matt Marando,0,5983,Todd Abramson,"Live on WFMU with Todd-o-phonic Todd - July 16, 2016",6,Album,http://freemusicarchive.org/music/The_Muffs/Live_on_WFMU_with_Todd-o-phonic_Todd_-_July_16_2016_1531/,The Muffs
21449,,,2,178119,,Waiting for YOU,44,Album,http://freemusicarchive.org/music/Lobo_Loco/20160910195925002/,Lobo Loco
2145,4/11/2008,,1,176,Shawn Greenlee,Nationalist Geography,1,Live Performance,http://freemusicarchive.org/music/Shawn_Greenlee/Nationalist_Geography_1650/,Shawn Greenlee
21452,9/12/2016,,0,10116,,Le Gang de la Rouille,16,Album,http://freemusicarchive.org/music/My_Own_Cubic_Stone/Le_Gang_de_la_Rouille/,My Own Cubic Stone
21458,,Pennfodralet,0,11691,Ars Sonor,Lucifer: Making Peace [l1mbo central],4,Album,http://freemusicarchive.org/music/Ars_Sonor/Lucifer_Making_Peace_l1mbo_central/,Ars Sonor
2146,12/04/2008,,0,369,,Saunders + Greenlee Split,5,Album,http://freemusicarchive.org/music/Shawn_Greenlee/Saunders__Greenlee_Split/,Shawn Greenlee
21460,9/12/2016,,0,1764,,Hieronsong,2,Album,http://freemusicarchive.org/music/Downer_Canada/Hieronsong/,Downer Canada
21461,9/12/2016,,0,2044,,[EPV_191] forM #02,1,Album,http://freemusicarchive.org/music/chloe_orin/forM_02/,chloe orin
21462,1/01/2009,,0,7217,,Sabaku No Genkai,13,Album,http://freemusicarchive.org/music/Salom_Lego_Playset__Kenji_Siratori__Susanna_Laterza/Sabaku_No_Genkai/,Salomè Lego Playset + Kenji Siratori + Susanna Laterza
21463,,,6,87310,,Wonders Of Modern Technology,16,Album,http://freemusicarchive.org/music/Mystery_Mammal/Wonders_Of_Modern_Technology/,Mystery Mammal
21464,,,0,652,,Highlights,2,Album,http://freemusicarchive.org/music/Hicham_Chahidi/Highlights/,Hicham Chahidi
21465,9/13/2016,,1,25240,,UFO Stories,10,Album,http://freemusicarchive.org/music/Electric_Mirrors/UFO_Stories/,Electric Mirrors
21466,9/06/2016,,1,19277,,Neon Jesus Wins The World Cup,4,Album,http://freemusicarchive.org/music/Electric_Mirrors/Neon_Jesus_Wins_The_World_Cup/,Electric Mirrors
21467,9/13/2016,Mike Sin,0,30800,Joe Belock,"Live on WFMU's Three Chord Monte with Joe Belock - May 30, 2016",9,Album,http://freemusicarchive.org/music/Twin_Guns/Live_on_WFMUs_Three_Chord_Monte_with_Joe_Belock_-_May_30_2016/,Twin Guns
21468,9/13/2016,Glenn Luttman,0,4366,Pat Byrne,"Live on WFMU's Prove It All Night with Pat Byrne - May 14, 2016",5,Album,http://freemusicarchive.org/music/Leapling/Live_on_WFMUs_Prove_It_All_Night_with_Pat_Byrne_-_May_14_2016/,Leapling
21469,9/15/2016,,1,2098,,Parade Dust Mischief,8,Album,http://freemusicarchive.org/music/Attic_Ted/Parade_Dust_Mischief/,Attic Ted
21470,8/12/2016,Ernie Indradat,0,6434,Marty McSorley,"Live on WFMU with Marty McSorley, 8/12/2016",6,Album,http://freemusicarchive.org/music/Pill/Live_on_WFMUs_Marty_McSorley_Show/,Pill
21471,9/13/2016,Matt Marando,0,7321,Joe Belock,"Live on WFMU's Three Chord Monte with Joe Belock - December 21, 2015",5,Album,http://freemusicarchive.org/music/The_Nude_Party/Live_on_WFMUs_Three_Chord_Monte_with_Joe_Belock_-_December_21_2015/,The Nude Party
21472,,,1,3599,,Music On Fire:The Best Of THE FIRE By Tony Infuriato - A Retrospective Masterworks Collection,9,,http://freemusicarchive.org/music/Tony_Infuriato/Music_On_FireThe_Best_Of_THE_FIRE_By_Tony_Infuriato_-_A_Retrospective_Masterworks_Collection/,Tony Infuriato
21475,9/14/2016,Dylan Anderko,0,12300,Dylan Anderko,Dos Lobos Jamms,4,Album,http://freemusicarchive.org/music/AnderkoBalogh/Dos_Lobos_Jamms/,Anderko/Balogh
21476,,,0,7726,,Depictions EP,4,Album,http://freemusicarchive.org/music/Twin_Heads/Depictions_EP/,Twin Heads
21477,,Mario Santana,0,8686,Liz Berg,"Live on WFMU with Liz Berg, 9/6/2016",7,Live Performance,http://freemusicarchive.org/music/Kaz_Mirblouk/Live_on_WFMU_with_Liz_Berg_962016/,Kaz Mirblouk
21478,4/14/2016,,3,66620,,Farther Than All The Stars,10,Album,http://freemusicarchive.org/music/Julie_Maxwells_Piano_Music/Farther_Than_All_The_Stars/,Julie Maxwell's Piano Music
2148,12/04/2008,,1,265,,Saunders + Greenlee Split,2,Album,http://freemusicarchive.org/music/Anthony_Saunders/Saunders__Greenlee_Split_1073/,Anthony Saunders
21483,,,2,42453,,ロッコ,8,Album,http://freemusicarchive.org/music/RoccoW/_1035/,RoccoW
21484,9/15/2016,,0,5912,,MANIPULATION,6,Album,http://freemusicarchive.org/music/Lauren_Sarah_Hayes/MANIPULATION/,Lauren Sarah Hayes
21485,9/15/2016,,0,18994,,Acrolitos,6,Album,http://freemusicarchive.org/music/zigo/Acrolitos/,.zigo
21487,9/15/2016,Jared C. Balogh,0,2909,Jared C. Balogh,Chimichanga Fangas (with 3 bonus tracks),15,Album,http://freemusicarchive.org/music/HOT_POCKET_DINGLEBERRY_DISEASE/Chimichanga_Fangas_with_3_bonus_tracks/,HOT POCKET DINGLEBERRY DISEASE
21488,,,0,50714,,Peter Goes To Law School,13,Album,http://freemusicarchive.org/music/The_Dirty_Moogs/Peter_Goes_To_Law_School/,The Dirty Moogs
21489,,,2,35416,,The Invasion,8,Album,http://freemusicarchive.org/music/The_Invasion/The_Invasion/,The Invasion
21490,8/16/2016,Ernie Indradat,0,8666,Brian Turner,"Live on Brian Turner's Show, 8/16/16",1,Live Performance,http://freemusicarchive.org/music/Rosali/Live_on_Brian_Turners_Show_81616/,Rosali
21491,,Pennfodralet,0,29573,Ars Sonor,Raoul Wallenbergs Underbara Resa Genom Stockholm,13,Album,http://freemusicarchive.org/music/Ars_Sonor/Raoul_Wallenbergs_Underbara_Resa_Genom_Stockholm/,Ars Sonor
21492,,Pennfodralet,0,1719,The Black Square (■),Post-IDAHO,1,Radio Program,http://freemusicarchive.org/music/The_Black_Square_/Post-IDAHO/,The Black Square (■)
21493,,,0,1531,,"Live on WFMU's Champ Sound with DJ Guy, 6/10/16",1,Album,http://freemusicarchive.org/music/Violet_1716/Live_on_WFMUs_Champ_Sound_with_DJ_Guy_61016/,Violet.
21494,8/16/2016,,0,7802,,Just Let Go,20,Album,http://freemusicarchive.org/music/Joshua_James_Hunt/Just_Let_Go/,Joshua James Hunt
21496,9/19/2016,,0,10416,,Last Angel,6,Album,http://freemusicarchive.org/music/MNomized/Last_Angel/,M.Nomized
21498,,,0,21001,,T-4,13,Album,http://freemusicarchive.org/music/Kosta_T/T-4/,Kosta T
21499,9/18/2016,,0,3852,,Pan African Space Station,1,Album,http://freemusicarchive.org/music/Dave_Phillips/Pan_African_Space_Station/,Dave Phillips
215,6/01/2001,,2,13285,Johnny Jewel,"Demos 31, 37",9,Album,http://freemusicarchive.org/music/Glass_Candy/Demos_31_37/,Glass Candy
21504,,,0,112,,Crisis,0,Album,http://freemusicarchive.org/music/Jules/Crisis/,Jules
21505,,,0,1022,,Keep it Real,1,Album,http://freemusicarchive.org/music/Jules/Keep_it_Real/,Jules
21506,,,0,40191,,The Kingdom of Back,19,Album,http://freemusicarchive.org/music/Chase_Alan_Willis/The_Kingdom_of_Back/,Chase Alan Willis
21507,,,1,24600,,Beginning EP,5,Album,http://freemusicarchive.org/music/Cyrus/Beginning_EP/,Cyrus
21508,9/20/2016,,0,767,,No Edits in Heaven,3,Album,http://freemusicarchive.org/music/Mold_Omen/No_Edits_in_Heaven/,Mold Omen
21509,8/31/2016,,1,45334,Alexander Naumov,The Spellbreaker EP,5,Album,http://freemusicarchive.org/music/Tri-Tachyon/The_Spellbreaker_EP/,Tri-Tachyon
2151,2/13/2009,,0,17712,,Commute Series Volume 1,2,Album,http://freemusicarchive.org/music/Lyn_Goeringer/Commute_Series_Volume_1/,Lyn Goeringer
21510,9/20/2016,,0,8589,,the process of learning,4,Album,http://freemusicarchive.org/music/los_pilotos/the_process_of_learning/,los pilotos
21511,9/20/2016,,0,1620,,primal spirits,3,Album,http://freemusicarchive.org/music/morten_rasz/primal_spirits/,morten rasz
21512,1/01/2007,,0,13125,,Popstyle Has Stopped Happening,9,Album,http://freemusicarchive.org/music/Massaccesi/Popstyle_Has_Stopped_Happening/,Massaccesi
21515,,Pennfodralet,0,27340,Ars Sonor,Timethod,6,Album,http://freemusicarchive.org/music/Ars_Sonor__Total_ET/Timethod/,Ars Sonor & Total E.T.
21516,,Pennfodralet,1,31223,Ars Sonor,Timethod II,6,Album,http://freemusicarchive.org/music/Ars_Sonor__Total_ET/Timethod_II/,Ars Sonor & Total E.T.
21517,1/01/2015,,0,2830,,A Maze Sing Wave,1,Album,http://freemusicarchive.org/music/ZEV/A_Maze_Sing_Wave/,Z'EV
21518,,Pennfodralet,0,1382,The Black Square (■),Timethodcast,1,Radio Program,http://freemusicarchive.org/music/The_Black_Square_/Timethodcast/,The Black Square (■)
2152,2/13/2009,,1,20842,,K + M,3,Album,http://freemusicarchive.org/music/K__M/K__M/,K + M
21520,9/20/2016,,2,25110,,Payday Vol​.​ 01,10,Album,http://freemusicarchive.org/music/Monster_Jinx/Payday_Vol01/,Monster Jinx
21521,,,1,10988,,Super Dog,7,,http://freemusicarchive.org/music/The_Mugris/Superdog/,The Mugris
21522,9/22/2016,,3,29548,,Time-Lapse Volume 4: Sleep Music,7,Album,http://freemusicarchive.org/music/Lee_Rosevere/Time-Lapse_Volume_4_Sleep_Music/,Lee Rosevere
21525,,,6,170944,,Commercial II,17,Album,http://freemusicarchive.org/music/David_Szesztay/Commercial_II/,David Szesztay
21526,,,8,92551,,Pens From Spain Instrumentals,12,Album,http://freemusicarchive.org/music/Loch_Lomond/Pens_From_Spain_Instrumentals/,Loch Lomond
21528,9/26/2016,,0,1360,,Unreality,2,Album,http://freemusicarchive.org/music/experiMENTALien/Unreality/,experiMENTALien
2153,2/13/2009,,0,1919,,Hotel M,13,Album,http://freemusicarchive.org/music/James_Amoeba/Hotel_M/,James Amoeba
21530,,,0,1003,,Tyning recordings,2,Album,http://freemusicarchive.org/music/Mud_Dogs/Tyning_recordings/,Mud Dogs
21531,,,1,16171,,sydney ep,6,Album,http://freemusicarchive.org/music/beatdowsing/sydney_ep/,beat.dowsing
21532,9/25/2016,Eddie Palmer,0,4309,Eddie Palmer,Mammoth,1,Album,http://freemusicarchive.org/music/The_Fucked_Up_Beat/Mammoth/,The Fucked Up Beat
21533,,,0,17277,,Beast Off 2016 - 2012,83,Album,http://freemusicarchive.org/music/Neuroleptic_Trio/Beast_Of_2016_-_2012/,Neuroleptic Trio
21534,,,1,38446,,Beast Off 2011 - 2007,10,Album,http://freemusicarchive.org/music/Neuroleptic_Trio/Beast_Off_2011_-_2007/,Neuroleptic Trio
21536,,,0,837,,HOT BROS FOR HILLARY  VICTIMS OF STUPIDITY,3,,http://freemusicarchive.org/music/ODOR_BABY/HOT_BROS_FOR_HILLARY__VICTIMS_OF_STUPIDITY/,ODOR BABY
21539,,,2,46151,,Some electronic tunes,22,Album,http://freemusicarchive.org/music/Simon_Mathewson/Some_electronic_tunes/,simon_mathewson
21540,9/26/2016,,0,922,,ZÓÓ niet GOED,18,Album,http://freemusicarchive.org/music/Richard_Jonas/Z_niet_GOED/,Richard Jonas
21541,,,10,121430,,Octagon,10,Album,http://freemusicarchive.org/music/Polyrhythmics/Octagon/,Polyrhythmics
21544,,,3,1816,,Where The Lemon Meets The Teign,14,Album,http://freemusicarchive.org/music/The_Womb/Where_The_Lemon_Meets_The_Teign/,The Womb
21545,9/27/2016,,0,3886,,"Live on WFMU's 100% Whatever with Mary Wing - September 20, 2016",3,Album,http://freemusicarchive.org/music/Lets_Eat_Grandma/Live_on_WFMUs_100_Whatever_with_Mary_Wing_-_September_20_2016/,Let's Eat Grandma
